churn,chat_log
0,"Customer: I need to know the return policy for clearance items purchased online.
Agent: Clearance items are final sale unless they arrive damaged or defective.
Customer: So if I just don't like the color, I'm stuck?
Agent: That is correct.
Customer: Good to know before I commit."
1,"Customer: I tried to use my $25 loyalty reward, but the system said it expired last night.
Agent: I apologize for the timing. I cannot reactivate expired rewards.
Customer: That's terrible customer service. I'm not buying anything today."
0,"Customer: I need to know if this TV supports the new HDMI 2.1 standard for high frame rates.
Agent: Yes, two of the ports are full HDMI 2.1, supporting 4K@120Hz.
Customer: That's crucial for my new console. Thanks for the specific confirmation.
Agent: Enjoy the high-speed performance!"
1,"Customer: I was charged an annual fee for a service I explicitly cancelled last year. I have the confirmation email.
Agent: I apologize. It seems the auto-renew flag was not correctly disabled.
Customer: You billed me unjustly. Refund the entire fee immediately.
Agent: I have processed the full refund for the annual charge and confirmed termination.
Customer: I'll be monitoring my statement."
0,"Customer: I need to know the material of the sofa fabric. Is it easily cleanable?
Agent: The upholstery is a high-performance polyester blend, highly resistant to stains.
Customer: How do I clean a spill?
Agent: Blot immediately with a damp cloth; avoid harsh chemicals.
Customer: That sounds manageable."
1,"Customer: I tried to log in, and my account was suspended for 'suspicious login activity' from a new IP.
Agent: I apologize for the security lock during a legitimate action. I've manually verified and unlocked your account.
Customer: This security is too aggressive. I'm deleting the app."
0,"Customer: I need to know the return window for electronics, specifically.
Agent: For electronics, the standard return window is 14 days from delivery, provided the seal is intact or the item is defective.
Customer: Okay, I'll be mindful when opening.
Agent: That's the safest approach."
1,"Customer: I was charged a mysterious $5 'handling fee' that wasn't mentioned at checkout.
Agent: I apologize for the lack of transparency. That's a mandatory fee for fragile items.
Customer: It should be listed upfront! Refund the fee now, or I cancel.
Agent: I've refunded the fee.
Customer: I'm still cancelling the order."
0,"Customer: I need to know if this electronic device supports connection via an Ethernet cable for stability.
Agent: Yes, it has a dedicated RJ45 port for a wired internet connection.
Customer: That's much more stable than Wi-Fi during peak hours.
Agent: We agree. Stability is key for streaming."
1,"Customer: My tracking shows 'Delivered' three days ago, but I never received the package.
Agent: I apologize. We can start a carrier trace, but that takes 5 business days.
Customer: I need my item now. Refund me now. I'll buy it locally.
Agent: I have processed the full refund immediately."
0,"Customer: I'm looking for a durable backpack that can fit a 16-inch laptop and is water-resistant.
Agent: Our 'Commuter Pro' backpack is highly water-resistant and has a padded sleeve for up to 16.5 inches.
Customer: Does it have hidden pockets for security?
Agent: Yes, a hidden passport pocket on the back panel.
Customer: I'll take it!"
1,"Customer: I was promised a credit for a severely delayed delivery within 48 hours, and it's been 5 days.
Agent: I apologize for the failure to meet the service level agreement.
Customer: Promises mean nothing to me now. Apply the credit or I'm done.
Agent: I have manually applied the $30 credit to your wallet balance now.
Customer: Fine."
0,"Customer: I need to know the return policy for clearance items purchased online.
Agent: Clearance items are final sale unless they arrive damaged or defective.
Customer: So if I just don't like the color, I'm stuck?
Agent: That is correct.
Customer: Good to know before I commit."
1,"Customer: I tried to use my $25 loyalty reward, but the system said it expired last night.
Agent: I apologize for the timing. I cannot reactivate expired rewards.
Customer: That's terrible customer service. I'm not buying anything today."
0,"Customer: I need to know if this TV supports the new HDMI 2.1 standard for high frame rates.
Agent: Yes, two of the ports are full HDMI 2.1, supporting 4K@120Hz.
Customer: That's crucial for my new console. Thanks for the specific confirmation.
Agent: Enjoy the high-speed performance!"
1,"Customer: I was charged an annual fee for a service I explicitly cancelled last year. I have the confirmation email.
Agent: I apologize. It seems the auto-renew flag was not correctly disabled.
Customer: You billed me unjustly. Refund the entire fee immediately.
Agent: I have processed the full refund for the annual charge and confirmed termination.
Customer: I'll be monitoring my statement."
0,"Customer: I need to know the material of the sofa fabric. Is it easily cleanable?
Agent: The upholstery is a high-performance polyester blend, highly resistant to stains.
Customer: How do I clean a spill?
Agent: Blot immediately with a damp cloth; avoid harsh chemicals.
Customer: That sounds manageable."
1,"Customer: I tried to log in, and my account was suspended for 'suspicious login activity' from a new IP.
Agent: I apologize for the security lock during a legitimate action. I've manually verified and unlocked your account.
Customer: This security is too aggressive. I'm deleting the app."
0,"Customer: I need to know the return window for electronics, specifically.
Agent: For electronics, the standard return window is 14 days from delivery, provided the seal is intact or the item is defective.
Customer: Okay, I'll be mindful when opening.
Agent: That's the safest approach."
1,"Customer: I was charged a mysterious $5 'handling fee' that wasn't mentioned at checkout.
Agent: I apologize for the lack of transparency. That's a mandatory fee for fragile items.
Customer: It should be listed upfront! Refund the fee now, or I cancel.
Agent: I've refunded the fee.
Customer: I'm still cancelling the order."
0,"Customer: I need to know if this electronic device supports connection via an Ethernet cable for stability.
Agent: Yes, it has a dedicated RJ45 port for a wired internet connection.
Customer: That's much more stable than Wi-Fi during peak hours.
Agent: We agree. Stability is key for streaming."
1,"Customer: My tracking shows 'Delivered' three days ago, but I never received the package.
Agent: I apologize. We can start a carrier trace, but that takes 5 business days.
Customer: I need my item now. Refund me now. I'll buy it locally.
Agent: I have processed the full refund immediately."
0,"Customer: I'm looking for a durable backpack that can fit a 16-inch laptop and is water-resistant.
Agent: Our 'Commuter Pro' backpack is highly water-resistant and has a padded sleeve for up to 16.5 inches.
Customer: Does it have hidden pockets for security?
Agent: Yes, a hidden passport pocket on the back panel.
Customer: I'll take it!"
1,"Customer: I was promised a credit for a severely delayed delivery within 48 hours, and it's been 5 days.
Agent: I apologize for the failure to meet the service level agreement.
Customer: Promises mean nothing to me now. Apply the credit or I'm done.
Agent: I have manually applied the $30 credit to your wallet balance now.
Customer: Fine."
0,"Customer: I need to know the return policy for clearance items purchased online.
Agent: Clearance items are final sale unless they arrive damaged or defective.
Customer: So if I just don't like the color, I'm stuck?
Agent: That is correct.
Customer: Good to know before I commit."
1,"Customer: I tried to use my $25 loyalty reward, but the system said it expired last night.
Agent: I apologize for the timing. I cannot reactivate expired rewards.
Customer: That's terrible customer service. I'm not buying anything today."
0,"Customer: I need to know if this TV supports the new HDMI 2.1 standard for high frame rates.
Agent: Yes, two of the ports are full HDMI 2.1, supporting 4K@120Hz.
Customer: That's crucial for my new console. Thanks for the specific confirmation.
Agent: Enjoy the high-speed performance!"
1,"Customer: I was charged an annual fee for a service I explicitly cancelled last year. I have the confirmation email.
Agent: I apologize. It seems the auto-renew flag was not correctly disabled.
Customer: You billed me unjustly. Refund the entire fee immediately.
Agent: I have processed the full refund for the annual charge and confirmed termination.
Customer: I'll be monitoring my statement."
0,"Customer: I need to know the material of the sofa fabric. Is it easily cleanable?
Agent: The upholstery is a high-performance polyester blend, highly resistant to stains.
Customer: How do I clean a spill?
Agent: Blot immediately with a damp cloth; avoid harsh chemicals.
Customer: That sounds manageable."
1,"Customer: I tried to log in, and my account was suspended for 'suspicious login activity' from a new IP.
Agent: I apologize for the security lock during a legitimate action. I've manually verified and unlocked your account.
Customer: This security is too aggressive. I'm deleting the app."
0,"Customer: I need to know the return window for electronics, specifically.
Agent: For electronics, the standard return window is 14 days from delivery, provided the seal is intact or the item is defective.
Customer: Okay, I'll be mindful when opening.
Agent: That's the safest approach."
1,"Customer: I was charged a mysterious $5 'handling fee' that wasn't mentioned at checkout.
Agent: I apologize for the lack of transparency. That's a mandatory fee for fragile items.
Customer: It should be listed upfront! Refund the fee now, or I cancel.
Agent: I've refunded the fee.
Customer: I'm still cancelling the order."
0,"Customer: I need to know if this electronic device supports connection via an Ethernet cable for stability.
Agent: Yes, it has a dedicated RJ45 port for a wired internet connection.
Customer: That's much more stable than Wi-Fi during peak hours.
Agent: We agree. Stability is key for streaming."
1,"Customer: My tracking shows 'Delivered' three days ago, but I never received the package.
Agent: I apologize. We can start a carrier trace, but that takes 5 business days.
Customer: I need my item now. Refund me now. I'll buy it locally.
Agent: I have processed the full refund immediately."
0,"Customer: I'm looking for a durable backpack that can fit a 16-inch laptop and is water-resistant.
Agent: Our 'Commuter Pro' backpack is highly water-resistant and has a padded sleeve for up to 16.5 inches.
Customer: Does it have hidden pockets for security?
Agent: Yes, a hidden passport pocket on the back panel.
Customer: I'll take it!"
1,"Customer: I was promised a credit for a severely delayed delivery within 48 hours, and it's been 5 days.
Agent: I apologize for the failure to meet the service level agreement.
Customer: Promises mean nothing to me now. Apply the credit or I'm done.
Agent: I have manually applied the $30 credit to your wallet balance now.
Customer: Fine."
0,"Customer: I need to know the return policy for clearance items purchased online.
Agent: Clearance items are final sale unless they arrive damaged or defective.
Customer: So if I just don't like the color, I'm stuck?
Agent: That is correct.
Customer: Good to know before I commit."
1,"Customer: I tried to use my $25 loyalty reward, but the system said it expired last night.
Agent: I apologize for the timing. I cannot reactivate expired rewards.
Customer: That's terrible customer service. I'm not buying anything today."
0,"Customer: I need to know if this TV supports the new HDMI 2.1 standard for high frame rates.
Agent: Yes, two of the ports are full HDMI 2.1, supporting 4K@120Hz.
Customer: That's crucial for my new console. Thanks for the specific confirmation.
Agent: Enjoy the high-speed performance!"
1,"Customer: I was charged an annual fee for a service I explicitly cancelled last year. I have the confirmation email.
Agent: I apologize. It seems the auto-renew flag was not correctly disabled.
Customer: You billed me unjustly. Refund the entire fee immediately.
Agent: I have processed the full refund for the annual charge and confirmed termination.
Customer: I'll be monitoring my statement."
0,"Customer: I need to know the material of the sofa fabric. Is it easily cleanable?
Agent: The upholstery is a high-performance polyester blend, highly resistant to stains.
Customer: How do I clean a spill?
Agent: Blot immediately with a damp cloth; avoid harsh chemicals.
Customer: That sounds manageable."
1,"Customer: I tried to log in, and my account was suspended for 'suspicious login activity' from a new IP.
Agent: I apologize for the security lock during a legitimate action. I've manually verified and unlocked your account.
Customer: This security is too aggressive. I'm deleting the app."
0,"Customer: I need to know the return window for electronics, specifically.
Agent: For electronics, the standard return window is 14 days from delivery, provided the seal is intact or the item is defective.
Customer: Okay, I'll be mindful when opening.
Agent: That's the safest approach."
1,"Customer: I was charged a mysterious $5 'handling fee' that wasn't mentioned at checkout.
Agent: I apologize for the lack of transparency. That's a mandatory fee for fragile items.
Customer: It should be listed upfront! Refund the fee now, or I cancel.
Agent: I've refunded the fee.
Customer: I'm still cancelling the order."
0,"Customer: I need to know if this electronic device supports connection via an Ethernet cable for stability.
Agent: Yes, it has a dedicated RJ45 port for a wired internet connection.
Customer: That's much more stable than Wi-Fi during peak hours.
Agent: We agree. Stability is key for streaming."
1,"Customer: My tracking shows 'Delivered' three days ago, but I never received the package.
Agent: I apologize. We can start a carrier trace, but that takes 5 business days.
Customer: I need my item now. Refund me now. I'll buy it locally.
Agent: I have processed the full refund immediately."
0,"Customer: I'm looking for a durable backpack that can fit a 16-inch laptop and is water-resistant.
Agent: Our 'Commuter Pro' backpack is highly water-resistant and has a padded sleeve for up to 16.5 inches.
Customer: Does it have hidden pockets for security?
Agent: Yes, a hidden passport pocket on the back panel.
Customer: I'll take it!"
1,"Customer: I was promised a credit for a severely delayed delivery within 48 hours, and it's been 5 days.
Agent: I apologize for the failure to meet the service level agreement.
Customer: Promises mean nothing to me now. Apply the credit or I'm done.
Agent: I have manually applied the $30 credit to your wallet balance now.
Customer: Fine."
0,"Customer: I need to know the return policy for clearance items purchased online.
Agent: Clearance items are final sale unless they arrive damaged or defective.
Customer: So if I just don't like the color, I'm stuck?
Agent: That is correct.
Customer: Good to know before I commit."
1,"Customer: I tried to use my $25 loyalty reward, but the system said it expired last night.
Agent: I apologize for the timing. I cannot reactivate expired rewards.
Customer: That's terrible customer service. I'm not buying anything today."
0,"Customer: I need to know if this TV supports the new HDMI 2.1 standard for high frame rates.
Agent: Yes, two of the ports are full HDMI 2.1, supporting 4K@120Hz.
Customer: That's crucial for my new console. Thanks for the specific confirmation.
Agent: Enjoy the high-speed performance!"
1,"Customer: I was charged an annual fee for a service I explicitly cancelled last year. I have the confirmation email.
Agent: I apologize. It seems the auto-renew flag was not correctly disabled.
Customer: You billed me unjustly. Refund the entire fee immediately.
Agent: I have processed the full refund for the annual charge and confirmed termination.
Customer: I'll be monitoring my statement."
0,"Customer: I need to know the material of the sofa fabric. Is it easily cleanable?
Agent: The upholstery is a high-performance polyester blend, highly resistant to stains.
Customer: How do I clean a spill?
Agent: Blot immediately with a damp cloth; avoid harsh chemicals.
Customer: That sounds manageable."
1,"Customer: I tried to log in, and my account was suspended for 'suspicious login activity' from a new IP.
Agent: I apologize for the security lock during a legitimate action. I've manually verified and unlocked your account.
Customer: This security is too aggressive. I'm deleting the app."
0,"Customer: I need to know the return window for electronics, specifically.
Agent: For electronics, the standard return window is 14 days from delivery, provided the seal is intact or the item is defective.
Customer: Okay, I'll be mindful when opening.
Agent: That's the safest approach."
1,"Customer: I was charged a mysterious $5 'handling fee' that wasn't mentioned at checkout.
Agent: I apologize for the lack of transparency. That's a mandatory fee for fragile items.
Customer: It should be listed upfront! Refund the fee now, or I cancel.
Agent: I've refunded the fee.
Customer: I'm still cancelling the order."
0,"Customer: I need to know if this electronic device supports connection via an Ethernet cable for stability.
Agent: Yes, it has a dedicated RJ45 port for a wired internet connection.
Customer: That's much more stable than Wi-Fi during peak hours.
Agent: We agree. Stability is key for streaming."
1,"Customer: My tracking shows 'Delivered' three days ago, but I never received the package.
Agent: I apologize. We can start a carrier trace, but that takes 5 business days.
Customer: I need my item now. Refund me now. I'll buy it locally.
Agent: I have processed the full refund immediately."
0,"Customer: I'm looking for a durable backpack that can fit a 16-inch laptop and is water-resistant.
Agent: Our 'Commuter Pro' backpack is highly water-resistant and has a padded sleeve for up to 16.5 inches.
Customer: Does it have hidden pockets for security?
Agent: Yes, a hidden passport pocket on the back panel.
Customer: I'll take it!"
1,"Customer: I was promised a credit for a severely delayed delivery within 48 hours, and it's been 5 days.
Agent: I apologize for the failure to meet the service level agreement.
Customer: Promises mean nothing to me now. Apply the credit or I'm done.
Agent: I have manually applied the $30 credit to your wallet balance now.
Customer: Fine."
0,"Customer: I need to know the return policy for clearance items purchased online.
Agent: Clearance items are final sale unless they arrive damaged or defective.
Customer: So if I just don't like the color, I'm stuck?
Agent: That is correct.
Customer: Good to know before I commit."
1,"Customer: I tried to use my $25 loyalty reward, but the system said it expired last night.
Agent: I apologize for the timing. I cannot reactivate expired rewards.
Customer: That's terrible customer service. I'm not buying anything today."
0,"Customer: I need to know if this TV supports the new HDMI 2.1 standard for high frame rates.
Agent: Yes, two of the ports are full HDMI 2.1, supporting 4K@120Hz.
Customer: That's crucial for my new console. Thanks for the specific confirmation.
Agent: Enjoy the high-speed performance!"
1,"Customer: I was charged an annual fee for a service I explicitly cancelled last year. I have the confirmation email.
Agent: I apologize. It seems the auto-renew flag was not correctly disabled.
Customer: You billed me unjustly. Refund the entire fee immediately.
Agent: I have processed the full refund for the annual charge and confirmed termination.
Customer: I'll be monitoring my statement."
0,"Customer: I need to know the material of the sofa fabric. Is it easily cleanable?
Agent: The upholstery is a high-performance polyester blend, highly resistant to stains.
Customer: How do I clean a spill?
Agent: Blot immediately with a damp cloth; avoid harsh chemicals.
Customer: That sounds manageable."
1,"Customer: I tried to log in, and my account was suspended for 'suspicious login activity' from a new IP.
Agent: I apologize for the security lock during a legitimate action. I've manually verified and unlocked your account.
Customer: This security is too aggressive. I'm deleting the app."
0,"Customer: I need to know the return window for electronics, specifically.
Agent: For electronics, the standard return window is 14 days from delivery, provided the seal is intact or the item is defective.
Customer: Okay, I'll be mindful when opening.
Agent: That's the safest approach."
1,"Customer: I was charged a mysterious $5 'handling fee' that wasn't mentioned at checkout.
Agent: I apologize for the lack of transparency. That's a mandatory fee for fragile items.
Customer: It should be listed upfront! Refund the fee now, or I cancel.
Agent: I've refunded the fee.
Customer: I'm still cancelling the order."
0,"Customer: I need to know if this electronic device supports connection via an Ethernet cable for stability.
Agent: Yes, it has a dedicated RJ45 port for a wired internet connection.
Customer: That's much more stable than Wi-Fi during peak hours.
Agent: We agree. Stability is key for streaming."
1,"Customer: My tracking shows 'Delivered' three days ago, but I never received the package.
Agent: I apologize. We can start a carrier trace, but that takes 5 business days.
Customer: I need my item now. Refund me now. I'll buy it locally.
Agent: I have processed the full refund immediately."
0,"Customer: I'm looking for a durable backpack that can fit a 16-inch laptop and is water-resistant.
Agent: Our 'Commuter Pro' backpack is highly water-resistant and has a padded sleeve for up to 16.5 inches.
Customer: Does it have hidden pockets for security?
Agent: Yes, a hidden passport pocket on the back panel.
Customer: I'll take it!"
1,"Customer: I was promised a credit for a severely delayed delivery within 48 hours, and it's been 5 days.
Agent: I apologize for the failure to meet the service level agreement.
Customer: Promises mean nothing to me now. Apply the credit or I'm done.
Agent: I have manually applied the $30 credit to your wallet balance now.
Customer: Fine."
0,"Customer: I need to know the return policy for clearance items purchased online.
Agent: Clearance items are final sale unless they arrive damaged or defective.
Customer: So if I just don't like the color, I'm stuck?
Agent: That is correct.
Customer: Good to know before I commit."
1,"Customer: I tried to use my $25 loyalty reward, but the system said it expired last night.
Agent: I apologize for the timing. I cannot reactivate expired rewards.
Customer: That's terrible customer service. I'm not buying anything today."
0,"Customer: I need to know if this TV supports the new HDMI 2.1 standard for high frame rates.
Agent: Yes, two of the ports are full HDMI 2.1, supporting 4K@120Hz.
Customer: That's crucial for my new console. Thanks for the specific confirmation.
Agent: Enjoy the high-speed performance!"
1,"Customer: I was charged an annual fee for a service I explicitly cancelled last year. I have the confirmation email.
Agent: I apologize. It seems the auto-renew flag was not correctly disabled.
Customer: You billed me unjustly. Refund the entire fee immediately.
Agent: I have processed the full refund for the annual charge and confirmed termination.
Customer: I'll be monitoring my statement."
0,"Customer: I need to know the material of the sofa fabric. Is it easily cleanable?
Agent: The upholstery is a high-performance polyester blend, highly resistant to stains.
Customer: How do I clean a spill?
Agent: Blot immediately with a damp cloth; avoid harsh chemicals.
Customer: That sounds manageable."
1,"Customer: I tried to log in, and my account was suspended for 'suspicious login activity' from a new IP.
Agent: I apologize for the security lock during a legitimate action. I've manually verified and unlocked your account.
Customer: This security is too aggressive. I'm deleting the app."
0,"Customer: I need to know the return window for electronics, specifically.
Agent: For electronics, the standard return window is 14 days from delivery, provided the seal is intact or the item is defective.
Customer: Okay, I'll be mindful when opening.
Agent: That's the safest approach."
1,"Customer: I was charged a mysterious $5 'handling fee' that wasn't mentioned at checkout.
Agent: I apologize for the lack of transparency. That's a mandatory fee for fragile items.
Customer: It should be listed upfront! Refund the fee now, or I cancel.
Agent: I've refunded the fee.
Customer: I'm still cancelling the order."
0,"Customer: I need to know if this electronic device supports connection via an Ethernet cable for stability.
Agent: Yes, it has a dedicated RJ45 port for a wired internet connection.
Customer: That's much more stable than Wi-Fi during peak hours.
Agent: We agree. Stability is key for streaming."
1,"Customer: My tracking shows 'Delivered' three days ago, but I never received the package.
Agent: I apologize. We can start a carrier trace, but that takes 5 business days.
Customer: I need my item now. Refund me now. I'll buy it locally.
Agent: I have processed the full refund immediately."
0,"Customer: I'm looking for a durable backpack that can fit a 16-inch laptop and is water-resistant.
Agent: Our 'Commuter Pro' backpack is highly water-resistant and has a padded sleeve for up to 16.5 inches.
Customer: Does it have hidden pockets for security?
Agent: Yes, a hidden passport pocket on the back panel.
Customer: I'll take it!"
1,"Customer: I was promised a credit for a severely delayed delivery within 48 hours, and it's been 5 days.
Agent: I apologize for the failure to meet the service level agreement.
Customer: Promises mean nothing to me now. Apply the credit or I'm done.
Agent: I have manually applied the $30 credit to your wallet balance now.
Customer: Fine."
0,"Customer: I need to know the return policy for clearance items purchased online.
Agent: Clearance items are final sale unless they arrive damaged or defective.
Customer: So if I just don't like the color, I'm stuck?
Agent: That is correct.
Customer: Good to know before I commit."
1,"Customer: I tried to use my $25 loyalty reward, but the system said it expired last night.
Agent: I apologize for the timing. I cannot reactivate expired rewards.
Customer: That's terrible customer service. I'm not buying anything today."
0,"Customer: I need to know if this TV supports the new HDMI 2.1 standard for high frame rates.
Agent: Yes, two of the ports are full HDMI 2.1, supporting 4K@120Hz.
Customer: That's crucial for my new console. Thanks for the specific confirmation.
Agent: Enjoy the high-speed performance!"
1,"Customer: I was charged an annual fee for a service I explicitly cancelled last year. I have the confirmation email.
Agent: I apologize. It seems the auto-renew flag was not correctly disabled.
Customer: You billed me unjustly. Refund the entire fee immediately.
Agent: I have processed the full refund for the annual charge and confirmed termination.
Customer: I'll be monitoring my statement."
0,"Customer: I need to know the material of the sofa fabric. Is it easily cleanable?
Agent: The upholstery is a high-performance polyester blend, highly resistant to stains.
Customer: How do I clean a spill?
Agent: Blot immediately with a damp cloth; avoid harsh chemicals.
Customer: That sounds manageable."
1,"Customer: I tried to log in, and my account was suspended for 'suspicious login activity' from a new IP.
Agent: I apologize for the security lock during a legitimate action. I've manually verified and unlocked your account.
Customer: This security is too aggressive. I'm deleting the app."
0,"Customer: I need to know the return window for electronics, specifically.
Agent: For electronics, the standard return window is 14 days from delivery, provided the seal is intact or the item is defective.
Customer: Okay, I'll be mindful when opening.
Agent: That's the safest approach."
1,"Customer: I was charged a mysterious $5 'handling fee' that wasn't mentioned at checkout.
Agent: I apologize for the lack of transparency. That's a mandatory fee for fragile items.
Customer: It should be listed upfront! Refund the fee now, or I cancel.
Agent: I've refunded the fee.
Customer: I'm still cancelling the order."
0,"Customer: I need to know if this electronic device supports connection via an Ethernet cable for stability.
Agent: Yes, it has a dedicated RJ45 port for a wired internet connection.
Customer: That's much more stable than Wi-Fi during peak hours.
Agent: We agree. Stability is key for streaming."
1,"Customer: My tracking shows 'Delivered' three days ago, but I never received the package.
Agent: I apologize. We can start a carrier trace, but that takes 5 business days.
Customer: I need my item now. Refund me now. I'll buy it locally.
Agent: I have processed the full refund immediately."
0,"Customer: I'm looking for a durable backpack that can fit a 16-inch laptop and is water-resistant.
Agent: Our 'Commuter Pro' backpack is highly water-resistant and has a padded sleeve for up to 16.5 inches.
Customer: Does it have hidden pockets for security?
Agent: Yes, a hidden passport pocket on the back panel.
Customer: I'll take it!"
1,"Customer: I was promised a credit for a severely delayed delivery within 48 hours, and it's been 5 days.
Agent: I apologize for the failure to meet the service level agreement.
Customer: Promises mean nothing to me now. Apply the credit or I'm done.
Agent: I have manually applied the $30 credit to your wallet balance now.
Customer: Fine."
0,"Customer: I need to know the return policy for clearance items purchased online.
Agent: Clearance items are final sale unless they arrive damaged or defective.
Customer: So if I just don't like the color, I'm stuck?
Agent: That is correct.
Customer: Good to know before I commit."
1,"Customer: I tried to use my $25 loyalty reward, but the system said it expired last night.
Agent: I apologize for the timing. I cannot reactivate expired rewards.
Customer: That's terrible customer service. I'm not buying anything today."
0,"Customer: I need to know if this TV supports the new HDMI 2.1 standard for high frame rates.
Agent: Yes, two of the ports are full HDMI 2.1, supporting 4K@120Hz.
Customer: That's crucial for my new console. Thanks for the specific confirmation.
Agent: Enjoy the high-speed performance!"
1,"Customer: I was charged an annual fee for a service I explicitly cancelled last year. I have the confirmation email.
Agent: I apologize. It seems the auto-renew flag was not correctly disabled.
Customer: You billed me unjustly. Refund the entire fee immediately.
Agent: I have processed the full refund for the annual charge and confirmed termination.
Customer: I'll be monitoring my statement."
0,"Customer: I need to know the material of the sofa fabric. Is it easily cleanable?
Agent: The upholstery is a high-performance polyester blend, highly resistant to stains.
Customer: How do I clean a spill?
Agent: Blot immediately with a damp cloth; avoid harsh chemicals.
Customer: That sounds manageable."
1,"Customer: I tried to log in, and my account was suspended for 'suspicious login activity' from a new IP.
Agent: I apologize for the security lock during a legitimate action. I've manually verified and unlocked your account.
Customer: This security is too aggressive. I'm deleting the app."
0,"Customer: I need to know the return window for electronics, specifically.
Agent: For electronics, the standard return window is 14 days from delivery, provided the seal is intact or the item is defective.
Customer: Okay, I'll be mindful when opening.
Agent: That's the safest approach."
1,"Customer: I was charged a mysterious $5 'handling fee' that wasn't mentioned at checkout.
Agent: I apologize for the lack of transparency. That's a mandatory fee for fragile items.
Customer: It should be listed upfront! Refund the fee now, or I cancel.
Agent: I've refunded the fee.
Customer: I'm still cancelling the order."
0,"Customer: I need to know if this electronic device supports connection via an Ethernet cable for stability.
Agent: Yes, it has a dedicated RJ45 port for a wired internet connection.
Customer: That's much more stable than Wi-Fi during peak hours.
Agent: We agree. Stability is key for streaming."
1,"Customer: My tracking shows 'Delivered' three days ago, but I never received the package.
Agent: I apologize. We can start a carrier trace, but that takes 5 business days.
Customer: I need my item now. Refund me now. I'll buy it locally.
Agent: I have processed the full refund immediately."
0,"Customer: I'm looking for a durable backpack that can fit a 16-inch laptop and is water-resistant.
Agent: Our 'Commuter Pro' backpack is highly water-resistant and has a padded sleeve for up to 16.5 inches.
Customer: Does it have hidden pockets for security?
Agent: Yes, a hidden passport pocket on the back panel.
Customer: I'll take it!"
1,"Customer: I was promised a credit for a severely delayed delivery within 48 hours, and it's been 5 days.
Agent: I apologize for the failure to meet the service level agreement.
Customer: Promises mean nothing to me now. Apply the credit or I'm done.
Agent: I have manually applied the $30 credit to your wallet balance now.
Customer: Fine."
0,"Customer: I need to know the return policy for clearance items purchased online.
Agent: Clearance items are final sale unless they arrive damaged or defective.
Customer: So if I just don't like the color, I'm stuck?
Agent: That is correct.
Customer: Good to know before I commit."
1,"Customer: I tried to use my $25 loyalty reward, but the system said it expired last night.
Agent: I apologize for the timing. I cannot reactivate expired rewards.
Customer: That's terrible customer service. I'm not buying anything today."
0,"Customer: I need to know if this TV supports the new HDMI 2.1 standard for high frame rates.
Agent: Yes, two of the ports are full HDMI 2.1, supporting 4K@120Hz.
Customer: That's crucial for my new console. Thanks for the specific confirmation.
Agent: Enjoy the high-speed performance!"
1,"Customer: I was charged an annual fee for a service I explicitly cancelled last year. I have the confirmation email.
Agent: I apologize. It seems the auto-renew flag was not correctly disabled.
Customer: You billed me unjustly. Refund the entire fee immediately.
Agent: I have processed the full refund for the annual charge and confirmed termination.
Customer: I'll be monitoring my statement."
0,"Customer: I need to know the material of the sofa fabric. Is it easily cleanable?
Agent: The upholstery is a high-performance polyester blend, highly resistant to stains.
Customer: How do I clean a spill?
Agent: Blot immediately with a damp cloth; avoid harsh chemicals.
Customer: That sounds manageable."
1,"Customer: I tried to log in, and my account was suspended for 'suspicious login activity' from a new IP.
Agent: I apologize for the security lock during a legitimate action. I've manually verified and unlocked your account.
Customer: This security is too aggressive. I'm deleting the app."
0,"Customer: I need to know the return window for electronics, specifically.
Agent: For electronics, the standard return window is 14 days from delivery, provided the seal is intact or the item is defective.
Customer: Okay, I'll be mindful when opening.
Agent: That's the safest approach."
1,"Customer: I was charged a mysterious $5 'handling fee' that wasn't mentioned at checkout.
Agent: I apologize for the lack of transparency. That's a mandatory fee for fragile items.
Customer: It should be listed upfront! Refund the fee now, or I cancel.
Agent: I've refunded the fee.
Customer: I'm still cancelling the order."
0,"Customer: I need to know if this electronic device supports connection via an Ethernet cable for stability.
Agent: Yes, it has a dedicated RJ45 port for a wired internet connection.
Customer: That's much more stable than Wi-Fi during peak hours.
Agent: We agree. Stability is key for streaming."
1,"Customer: My tracking shows 'Delivered' three days ago, but I never received the package.
Agent: I apologize. We can start a carrier trace, but that takes 5 business days.
Customer: I need my item now. Refund me now. I'll buy it locally.
Agent: I have processed the full refund immediately."
0,"Customer: I'm looking for a durable backpack that can fit a 16-inch laptop and is water-resistant.
Agent: Our 'Commuter Pro' backpack is highly water-resistant and has a padded sleeve for up to 16.5 inches.
Customer: Does it have hidden pockets for security?
Agent: Yes, a hidden passport pocket on the back panel.
Customer: I'll take it!"
1,"Customer: I was promised a credit for a severely delayed delivery within 48 hours, and it's been 5 days.
Agent: I apologize for the failure to meet the service level agreement.
Customer: Promises mean nothing to me now. Apply the credit or I'm done.
Agent: I have manually applied the $30 credit to your wallet balance now.
Customer: Fine."
0,"Customer: I need to know the return policy for clearance items purchased online.
Agent: Clearance items are final sale unless they arrive damaged or defective.
Customer: So if I just don't like the color, I'm stuck?
Agent: That is correct.
Customer: Good to know before I commit."
